,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
540,Mercedes-Benz M-Class,2015,дизель,3.0,249.0,автомат,4WD,белый,156000.0,левый,8.8,2695000
541,Kia Seltos,2021,бензин,2.0,149.0,вариатор,передний,красный,26779.0,левый,8.9,2700000
542,Honda Fit,2014,бензин,1.5,110.0,робот,передний,синий,162175.0,правый,8.6,811000
543,Лада 2107,2008,бензин,1.6,73.0,механика,задний,зеленый,90681.0,левый,7.6,110000
544,Лада Ларгус,2017,бензин,1.6,87.0,механика,передний,белый,169300.0,левый,8.3,800000
545,УАЗ Патриот,2018,бензин,2.7,135.0,механика,4WD,черный,10130.0,левый,8.1,1580000
546,Toyota RAV4,2021,бензин,2.5,199.0,автомат,4WD,черный,22076.0,левый,8.7,4120000
547,BMW 3-Series,2019,бензин,2.0,258.0,автомат,задний,серый,22500.0,левый,8.8,3850000
548,Chevrolet Orlando,2012,бензин,1.8,141.0,автомат,передний,белый,104000.0,левый,8.6,1195000
549,Kia Ceed,2019,бензин,1.6,128.0,механика,передний,серый,101421.0,левый,8.8,1495000
550,Opel Mokka,2014,бензин,1.4,140.0,автомат,передний,белый,108218.0,левый,8.8,1143000
551,Suzuki Vitara,2019,бензин,1.6,117.0,автомат,4WD,белый,4157.0,левый,8.1,2550000
552,Kia Sorento,2017,бензин,3.3,250.0,автомат,4WD,черный,125238.0,левый,8.6,2832000
553,Volkswagen Jetta,2014,бензин,1.6,105.0,автомат,передний,белый,147261.0,левый,8.8,936000
554,Volkswagen Teramont,2020,бензин,2.0,220.0,автомат,4WD,черный,78300.0,левый,8.6,3490000
555,Nissan Tiida,2013,бензин,1.6,110.0,автомат,передний,коричневый,123861.0,левый,8.6,686000
556,Volkswagen Polo,2014,бензин,1.6,105.0,автомат,передний,черный,171363.0,левый,8.6,720000
557,Ford Focus,2019,дизель,1.5,120.0,механика,передний,серебристый,94000.0,левый,8.5,1299000
558,Honda Vezel,2016,бензин,1.5,132.0,робот,передний,черный,46000.0,правый,8.602,1655000
559,Mercedes-Benz GLE Coupe,2021,дизель,2.9,249.0,автомат,4WD,черный,16781.0,левый,8.602,10000000
560,Лада 4x4 2121 Нива,1987,бензин,1.6,73.0,механика,4WD,бежевый,69000.0,левый,8.602,152000
561,Volkswagen Golf,2004,бензин,2.0,150.0,автомат,передний,желтый,280000.0,левый,8.7,490000
562,ЗАЗ Шанс,2011,бензин,1.5,86.0,механика,передний,белый,171000.0,левый,8.602,240000
563,Citroen C4,2011,бензин,1.6,120.0,автомат,передний,серый,92000.0,левый,8.5,545000
564,Kia Rio,2018,бензин,1.4,100.0,автомат,передний,синий,57704.0,левый,8.7,1281000
565,Лада 2102,1985,бензин,1.6,64.0,механика,задний,бежевый,99999.0,левый,8.602,75000
566,Ford Focus,2007,бензин,1.6,100.0,механика,передний,черный,250000.0,левый,8.5,280000
567,Daewoo Matiz,2009,бензин,0.8,51.0,механика,передний,красный,8369.0,левый,7.6,160000
568,Jeep Grand Cherokee,1995,бензин,4.0,190.0,автомат,4WD,серый,275000.0,левый,8.9,250000
569,Ford Mondeo,2017,бензин,2.5,149.0,автомат,передний,бежевый,124000.0,левый,8.6,1495000
570,Chevrolet Lanos,2005,бензин,1.5,86.0,механика,передний,черный,150000.0,левый,7.5,150000
571,Kia Sportage,2018,дизель,2.0,186.0,автомат,передний,белый,128000.0,левый,8.7,2012426
572,Subaru Pleo,2009,бензин,0.7,46.0,вариатор,передний,белый,183000.0,правый,7.7,260000
573,Ford Focus,2008,бензин,2.0,145.0,автомат,передний,серый,264000.0,левый,8.5,470000
574,Nissan Juke,2014,бензин,1.6,117.0,вариатор,передний,красный,76695.0,левый,8.8,1331000
575,Audi A5,2020,бензин,2.0,249.0,робот,4WD,зеленый,57000.0,левый,8.602,4590000
576,Volkswagen Polo,2020,бензин,1.6,110.0,автомат,передний,белый,99999.0,левый,8.6,1372000
577,Mercedes-Benz GLC Coupe,2022,бензин,2.0,197.0,автомат,4WD,черный,124.0,левый,8.602,7990000
578,Ford Focus,2018,бензин,1.6,125.0,механика,передний,красный,72000.0,левый,8.5,1190000
579,Kia Rio,2011,бензин,1.6,123.0,автомат,передний,голубой,54415.0,левый,8.7,983000
580,Hyundai Santa Fe,2019,дизель,2.0,186.0,автомат,4WD,белый,92359.0,левый,8.7,3049000
581,Lexus IS250,2007,бензин,2.5,208.0,автомат,задний,красный,278677.0,левый,8.602,1020000
582,Lexus NX350h,2022,бензин,2.5,292.0,автомат,4WD,черный,120.0,левый,8.602,7050000
583,BMW X6,2022,дизель,3.0,286.0,автомат,4WD,серый,642.0,левый,8.602,12200000
584,BMW X6,2018,бензин,4.4,575.0,автомат,4WD,белый,64510.0,левый,8.602,4700000
585,Nissan X-Trail,2017,бензин,2.5,171.0,вариатор,4WD,красный,96000.0,левый,8.5,1800000
586,Nissan Sunny,1993,бензин,1.4,88.0,механика,передний,синий,270000.0,левый,7.8,65000
587,Volkswagen Teramont,2018,бензин,2.0,220.0,автомат,4WD,серебристый,138410.0,левый,8.6,3199900
588,Kia Cerato,2020,бензин,2.0,150.0,автомат,передний,синий,49874.0,левый,8.8,1965000
589,Hyundai Creta,2017,бензин,2.0,149.0,автомат,передний,серебристый,122515.0,левый,8.602,1490000
590,Лада 2114 Самара,2007,бензин,1.6,81.0,механика,передний,серый,300000.0,левый,7.9,200000
591,Hyundai Grand Santa Fe,2014,дизель,2.2,197.0,автомат,4WD,серый,199323.0,левый,8.9,1820000
592,Renault Logan Stepway,2021,бензин,1.6,113.0,вариатор,передний,коричневый,110535.0,левый,8.3,1090000
593,Lexus ES250,2020,бензин,2.5,200.0,автомат,передний,белый,73533.0,левый,8.602,4400000
594,Hyundai Getz,2005,бензин,1.3,82.0,автомат,передний,голубой,143633.0,левый,8.3,369000
595,Лада Х-рей,2017,бензин,1.6,106.0,механика,передний,белый,107589.0,левый,8.4,770000
596,Kia Mohave,2020,дизель,3.0,260.0,автомат,4WD,черный,45700.0,левый,8.8,5270000
597,Hyundai Palisade,2019,дизель,2.2,200.0,автомат,4WD,коричневый,25758.0,левый,8.602,4570000
598,Kia Ceed,2018,бензин,1.6,128.0,автомат,передний,белый,153695.0,левый,8.8,1499000
599,Ford Focus,2007,бензин,2.0,145.0,автомат,передний,черный,295573.0,левый,8.5,410000
600,Skoda Rapid,2020,бензин,1.6,90.0,механика,передний,коричневый,94783.0,левый,8.602,1099000
601,Ford Focus,2018,бензин,1.6,105.0,робот,передний,белый,201471.0,левый,8.5,855000
602,Hyundai Solaris,2018,бензин,1.4,100.0,автомат,передний,белый,85315.0,левый,8.8,1365000
603,Renault Duster,2019,бензин,1.6,114.0,механика,передний,белый,62518.0,левый,8.3,1240000
604,Jeep Grand Cherokee,2016,бензин,3.6,286.0,автомат,4WD,черный,119500.0,левый,8.9,2748000
605,Audi Q5,2018,бензин,2.0,252.0,автомат,4WD,зеленый,69790.0,левый,8.602,3170000
606,Volkswagen Polo,2018,бензин,1.6,110.0,автомат,передний,серебристый,123123.0,левый,8.6,1010000
607,Jeep Wrangler,2021,бензин,2.0,272.0,автомат,4WD,черный,9700.0,левый,8.7,6100000
608,Volkswagen Teramont,2018,бензин,3.6,280.0,автомат,4WD,белый,111303.0,левый,8.6,3379000
609,Лада Приора,2008,бензин,1.6,98.0,механика,передний,зеленый,151269.0,левый,8.2,200000
610,Volkswagen Caravelle,2013,дизель,2.0,140.0,робот,передний,серый,127652.0,левый,8.6,1859000
611,Kia Carnival,2022,бензин,3.5,249.0,автомат,передний,серый,31.0,левый,8.6,5678390
612,Infiniti QX50,2016,бензин,2.5,222.0,автомат,4WD,красный,62836.0,левый,8.602,2200000
613,Kaiyi E5,2023,бензин,1.5,147.0,вариатор,передний,белый,0.0,левый,8.602,1959000
614,Mitsubishi Outlander,2018,бензин,2.4,167.0,вариатор,4WD,красный,80000.0,левый,8.8,2200000
615,Geely Coolray SX11,2023,бензин,1.5,150.0,робот,передний,серый,0.0,левый,8.602,2299990
616,Toyota RAV4,2020,бензин,2.5,199.0,автомат,4WD,белый,30777.0,левый,8.7,3870000
617,Lexus IS250,2008,бензин,2.5,208.0,автомат,задний,красный,135133.0,левый,8.602,1175750
618,Kia Cerato,2019,бензин,2.0,150.0,автомат,передний,черный,160735.0,левый,8.8,1259000
619,Kia Rio,2019,бензин,1.6,123.0,автомат,передний,красный,93298.0,левый,8.7,1199000
620,Ford C-MAX,2008,бензин,2.0,145.0,механика,передний,серый,254785.0,левый,8.3,455450
621,Kia Rio,2019,бензин,1.6,123.0,автомат,передний,синий,58730.0,левый,8.7,1410000
622,MINI Countryman,2011,бензин,1.6,122.0,автомат,передний,белый,164089.0,левый,8.9,925000
623,Hyundai Genesis,2014,бензин,3.8,315.0,автомат,4WD,черный,154950.0,левый,8.602,1525550
624,Kia Rio,2013,бензин,1.4,107.0,механика,передний,черный,108000.0,левый,8.7,727000
625,Kia Sorento,2018,бензин,2.4,175.0,автомат,4WD,черный,123472.0,левый,8.6,2090000
626,Datsun on-DO,2019,бензин,1.6,87.0,механика,передний,серый,63359.0,левый,8.3,630000
627,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,белый,80186.0,левый,8.602,1315000
628,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,белый,84366.0,левый,8.602,1315000
629,Infiniti QX70,2014,бензин,3.7,333.0,автомат,4WD,черный,79970.0,левый,8.602,2246700
630,Volkswagen Polo,2019,бензин,1.6,110.0,автомат,передний,белый,87567.0,левый,8.6,1175000
631,Kia Rio,2019,бензин,1.4,100.0,автомат,передний,белый,105799.0,левый,8.7,1300000
632,Kia Rio,2019,бензин,1.4,100.0,автомат,передний,белый,105192.0,левый,8.7,1410000
633,Volvo V90,2019,дизель,2.0,190.0,автомат,4WD,синий,99827.0,левый,8.7,3644700
634,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,0.0,левый,8.602,2939900
635,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,синий,0.0,левый,8.602,2889900
636,Volkswagen Tiguan,2019,дизель,2.0,150.0,автомат,4WD,белый,43186.0,левый,8.602,3449000
637,Audi Q8,2022,бензин,3.0,340.0,автомат,4WD,белый,9374.0,левый,8.8,11650000
638,Hyundai Solaris,2018,бензин,1.4,100.0,автомат,передний,белый,104459.0,левый,8.8,870000
639,BMW X4,2018,бензин,2.0,184.0,автомат,4WD,коричневый,61608.0,левый,8.602,3415000
640,Kia Rio,2012,бензин,1.6,123.0,автомат,передний,голубой,121000.0,левый,8.7,810000
641,Mitsubishi Lancer,2008,бензин,1.5,109.0,автомат,передний,бежевый,190000.0,левый,8.4,559000
642,Volkswagen Passat,2009,дизель,2.0,140.0,робот,передний,серый,490000.0,левый,8.6,660000
643,SsangYong Actyon Sports,2007,дизель,2.0,145.0,автомат,4WD,оранжевый,233457.0,левый,8.0,445000
644,Daewoo Nexia,1999,бензин,1.5,75.0,механика,передний,коричневый,288988.0,левый,7.5,95000
645,BMW X5,2020,дизель,3.0,249.0,автомат,4WD,белый,21235.0,левый,8.602,9398700
646,Volkswagen Tiguan,2016,бензин,1.4,150.0,робот,передний,черный,190457.0,левый,8.602,1480000
647,Renault Duster,2019,дизель,1.5,109.0,механика,4WD,коричневый,48231.0,левый,8.3,1670000
648,BMW X6,2022,дизель,3.0,286.0,автомат,4WD,серый,0.0,левый,8.602,12300000
649,Лада Приора,2013,бензин,1.6,98.0,механика,передний,черный,121580.0,левый,8.2,430000
650,Lexus GX460,2019,бензин,4.6,296.0,автомат,4WD,черный,51000.0,левый,8.602,6450000
651,Renault Kaptur,2022,бензин,1.6,114.0,вариатор,передний,серый,0.0,левый,8.7,2179050
652,Renault Kaptur,2022,бензин,1.3,149.0,вариатор,передний,серый,0.0,левый,8.7,2180001
653,Renault Logan Stepway,2022,бензин,1.6,82.0,механика,передний,белый,0.0,левый,8.3,1512301
654,Renault Kaptur,2022,бензин,1.3,149.0,вариатор,передний,белый,0.0,левый,8.7,2180001
655,Renault Kaptur,2022,бензин,1.6,114.0,вариатор,передний,белый,0.0,левый,8.7,2180001
656,Renault Kaptur,2022,бензин,1.6,114.0,механика,передний,белый,0.0,левый,8.7,1998301
657,Kia Rio,2011,бензин,1.4,95.0,автомат,передний,серебристый,200870.0,левый,8.7,540000
658,Subaru XV,2014,бензин,2.0,150.0,механика,4WD,черный,173558.0,левый,8.602,1340000
659,BMW 3-Series,2016,бензин,2.0,184.0,автомат,4WD,синий,138000.0,левый,8.8,1900000
660,BMW 5-Series,2014,бензин,2.0,184.0,автомат,задний,синий,119414.0,левый,8.9,1613000
661,Toyota Land Cruiser Prado,2006,бензин,4.0,249.0,автомат,4WD,черный,187000.0,левый,8.602,1985000
662,Nissan Juke,2012,бензин,1.6,117.0,вариатор,передний,белый,103000.0,левый,8.8,1039000
663,Nissan X-Trail,2015,бензин,2.0,144.0,вариатор,4WD,черный,218359.0,левый,8.5,1337000
664,Citroen C4 Aircross,2014,бензин,2.0,150.0,вариатор,4WD,белый,199254.0,левый,8.6,1171000
665,Ford Kuga,2013,бензин,1.6,150.0,автомат,4WD,черный,92900.0,левый,8.602,1135000
666,Hyundai Creta,2017,бензин,1.6,121.0,автомат,4WD,белый,47172.0,левый,8.602,1605000
667,Hyundai Solaris,2016,бензин,1.6,123.0,автомат,передний,синий,54535.0,левый,8.8,1094000
668,Volkswagen Tiguan,2018,дизель,2.0,150.0,робот,4WD,коричневый,117810.0,левый,8.602,2307000
669,ЗАЗ Шанс,2011,бензин,1.3,70.0,механика,передний,бордовый,170000.0,левый,8.602,80000
670,Great Wall Hover H6,2014,бензин,1.5,143.0,механика,4WD,черный,117537.0,левый,8.6,790000
671,Nissan Qashqai,2011,бензин,2.0,141.0,вариатор,4WD,серый,138327.0,левый,8.6,877000
672,Renault Sandero Stepway,2015,бензин,1.6,82.0,механика,передний,серый,223920.0,левый,8.3,675000
673,Hyundai Elantra,2017,бензин,1.6,204.0,автомат,передний,серый,140000.0,левый,8.6,1590000
674,Jaguar XF,2011,бензин,3.0,238.0,автомат,задний,голубой,198000.0,левый,8.602,1190000
675,Toyota Verso,2012,бензин,1.8,147.0,вариатор,передний,белый,210000.0,левый,8.602,1149000
676,Москвич 3,2023,бензин,1.5,150.0,механика,передний,черный,0.0,левый,8.602,1970000
677,Москвич 3,2023,бензин,1.5,150.0,механика,передний,красный,0.0,левый,8.602,1970000
678,Москвич 3,2023,бензин,1.5,150.0,механика,передний,голубой,0.0,левый,8.602,1970000
679,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,серебристый,129882.0,левый,8.6,1335000
680,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,белый,90273.0,левый,8.6,1327000
681,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,серый,112104.0,левый,8.6,1293000
682,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,серый,98207.0,левый,8.6,1315000
683,Москвич 3,2023,бензин,1.5,150.0,вариатор,передний,белый,0.0,левый,8.602,2035000
684,Nissan Qashqai,2019,бензин,2.0,144.0,вариатор,передний,белый,90024.0,левый,8.6,1287000
685,Москвич 3,2023,бензин,1.5,150.0,вариатор,передний,серый,0.0,левый,8.602,2035000
686,Москвич 3,2023,бензин,1.5,150.0,механика,передний,серый,0.0,левый,8.602,1970000
687,Skoda Octavia,2011,бензин,1.8,152.0,автомат,передний,белый,122272.0,левый,8.8,619000
688,Toyota Hilux,2012,дизель,2.5,144.0,механика,4WD,белый,169000.0,левый,8.6,1649000
689,Volvo XC90,2008,дизель,2.4,185.0,автомат,4WD,серый,172000.0,левый,8.9,1099000
690,Москвич 3,2023,бензин,1.5,150.0,вариатор,передний,красный,0.0,левый,8.602,2035000
691,Toyota Land Cruiser Prado,2007,бензин,4.0,249.0,автомат,4WD,черный,186000.0,левый,8.602,1599000
692,BMW 5-Series,2016,бензин,2.0,184.0,автомат,задний,черный,89000.0,левый,8.9,2299000
693,Москвич 3,2023,бензин,1.5,150.0,вариатор,передний,черный,0.0,левый,8.602,2035000
694,Москвич 3,2023,бензин,1.5,150.0,вариатор,передний,голубой,0.0,левый,8.602,2035000
695,BMW X2,2017,дизель,2.0,190.0,автомат,4WD,золотистый,41000.0,левый,8.6,2850000
696,Audi A4,2019,дизель,2.0,190.0,робот,4WD,черный,97250.0,левый,8.8,2725000
697,BMW X3,2020,дизель,3.0,249.0,автомат,4WD,серый,49000.0,левый,8.602,4649000
698,Hyundai Palisade,2021,дизель,2.2,202.0,автомат,4WD,белый,19500.0,левый,8.602,4400000
699,Volkswagen Arteon,2019,дизель,2.0,150.0,робот,передний,черный,32977.0,левый,8.5,3860000
700,SEAT Leon,2019,дизель,2.0,150.0,автомат,передний,белый,21548.0,левый,8.602,2945000
701,Jaguar XF,2019,дизель,2.0,240.0,автомат,4WD,белый,37777.0,левый,8.602,3999000
702,Kia Rio,2019,бензин,1.6,123.0,автомат,передний,коричневый,82000.0,левый,8.7,1249000
703,Nissan Qashqai,2021,бензин,2.0,144.0,вариатор,передний,белый,37601.0,левый,8.6,2319000
704,Volvo V40,2013,бензин,2.0,213.0,автомат,4WD,черный,190000.0,левый,8.7,1049000
705,Hyundai Grand Starex,2014,дизель,2.5,145.0,автомат,4WD,черный,119000.0,левый,8.6,1999000
706,Genesis G80,2017,бензин,2.0,197.0,автомат,4WD,черный,118710.0,левый,8.8,1979000
707,Kaiyi E5,2023,бензин,1.5,147.0,вариатор,передний,белый,0.0,левый,8.602,1899000
708,Cadillac Escalade,2022,бензин,6.2,420.0,автомат,4WD,черный,30.0,левый,8.602,19999000
709,Skoda Octavia,2011,бензин,1.8,152.0,автомат,передний,серебристый,322845.0,левый,8.8,605000
710,Kia Rio,2019,бензин,1.6,123.0,автомат,передний,серый,60922.0,левый,8.7,1415000
711,Hyundai Solaris,2019,бензин,1.6,123.0,автомат,передний,серый,255700.0,левый,8.8,1153000
712,Kia K5,2022,бензин,2.5,194.0,автомат,передний,синий,0.0,левый,8.602,4394468
713,Volvo C30,2011,бензин,2.0,145.0,робот,передний,оранжевый,131953.0,левый,8.602,838000
714,Kia Optima,2019,бензин,2.4,188.0,автомат,передний,черный,129201.0,левый,8.602,2000000
715,Лада Веста,2022,бензин,1.6,113.0,вариатор,передний,белый,36780.0,левый,8.7,1473000
716,Audi A6,2018,дизель,2.0,190.0,робот,передний,черный,164000.0,левый,8.9,2100000
717,Renault Megane,2014,бензин,1.2,132.0,робот,передний,серый,171666.0,левый,8.3,999999
718,Skoda Octavia,2005,бензин,1.8,150.0,механика,передний,черный,360000.0,левый,8.8,375000
719,Honda Jazz,2008,бензин,1.3,83.0,вариатор,передний,синий,121000.0,левый,8.8,670000
720,Daihatsu Sonica,2007,бензин,0.7,64.0,вариатор,передний,белый,120000.0,правый,8.7,180000
721,Mercedes-Benz C-Class,2017,бензин,3.0,367.0,автомат,4WD,синий,31475.0,левый,8.602,4119700
722,Geely Atlas Pro,2021,бензин,1.5,177.0,робот,4WD,черный,20830.0,левый,8.602,2389700
723,MINI Countryman,2019,бензин,2.0,192.0,автомат,4WD,синий,65271.0,левый,8.9,2955950
724,Audi Q5 Sportback,2021,бензин,2.0,249.0,автомат,4WD,зеленый,28764.0,левый,8.602,5755750
725,BMW X7,2022,дизель,3.0,340.0,автомат,4WD,черный,3083.0,левый,8.602,16500000
726,Mazda Mazda6,2021,бензин,2.0,150.0,автомат,передний,черный,25476.0,левый,8.9,2349000
727,BMW 3-Series,2015,бензин,2.0,184.0,автомат,4WD,черный,138000.0,левый,8.8,1617000
728,Лада Веста,2018,бензин,1.8,122.0,робот,передний,черный,64300.0,левый,8.7,978000
729,Hyundai Tucson,2019,бензин,2.0,150.0,автомат,4WD,черный,53000.0,левый,8.6,2200000
730,Лада Веста Кросс,2018,бензин,1.8,122.0,механика,передний,оранжевый,153000.0,левый,8.7,930000
731,Skoda Octavia,2017,бензин,1.6,110.0,автомат,передний,коричневый,180000.0,левый,8.8,1430000
732,Suzuki Grand Vitara,2011,бензин,2.0,140.0,автомат,4WD,бежевый,190000.0,левый,8.4,1190000
733,Jeep Grand Cherokee,2018,бензин,6.2,717.0,автомат,4WD,черный,37000.0,левый,8.9,7300000
734,Лада 2104,2008,бензин,1.6,74.0,механика,задний,синий,100000.0,левый,8.602,71000
735,Skoda Fabia,2010,бензин,1.4,180.0,робот,передний,зеленый,185833.0,левый,8.5,643000
736,Skoda Octavia,2014,бензин,2.0,220.0,робот,передний,синий,177000.0,левый,8.8,1500000
737,Porsche Cayenne,2020,бензин,2.9,440.0,автомат,4WD,оранжевый,24450.0,левый,8.602,10400000
738,Mazda Mazda3,2007,бензин,1.6,105.0,механика,передний,голубой,6200.0,левый,8.8,1250000
739,Toyota Prius,2016,бензин,1.8,98.0,вариатор,передний,белый,87800.0,правый,8.8,1567000
740,Ford Focus,2008,бензин,1.6,100.0,автомат,передний,синий,228000.0,левый,8.5,375000
741,BMW X1,2019,бензин,2.0,231.0,автомат,4WD,черный,43360.0,левый,8.8,2900000
742,Toyota RAV4,2014,бензин,2.0,146.0,вариатор,передний,белый,245125.0,левый,8.7,1413000
743,Suzuki Grand Vitara,2012,бензин,2.0,140.0,автомат,4WD,белый,106600.0,левый,8.4,1209000
744,Ford Scorpio,1992,бензин,2.4,125.0,механика,задний,серебристый,117472.0,левый,7.9,131000
745,Lexus NX200,2015,бензин,2.0,150.0,вариатор,4WD,белый,86428.0,левый,8.602,2610000
746,Ford Focus,2013,бензин,1.6,105.0,робот,передний,серый,142000.0,левый,8.5,730000
747,Tank 300,2022,бензин,2.0,220.0,автомат,4WD,белый,0.0,левый,8.602,4058000
748,Mercedes-Benz GLS-Class,2020,дизель,2.9,330.0,автомат,4WD,черный,28290.0,левый,8.602,10850000
749,Mercedes-Benz GLE,2017,бензин,3.5,249.0,автомат,4WD,белый,79729.0,левый,8.602,4145000
750,EXEED VX,2022,бензин,2.0,249.0,робот,4WD,белый,0.0,левый,8.602,5279900
751,Skoda Fabia,2010,бензин,1.2,70.0,механика,передний,черный,264772.0,левый,8.5,390000
752,Audi A4,2015,бензин,1.4,150.0,робот,передний,черный,102000.0,левый,8.8,1583000
753,Лада 2114 Самара,2010,бензин,1.6,81.0,механика,передний,черный,150000.0,левый,7.9,80000
754,BMW 1-Series,2010,бензин,1.6,116.0,автомат,задний,белый,260001.0,левый,8.9,670000
755,Лада Гранта,2019,бензин,1.6,106.0,механика,передний,серебристый,73089.0,левый,8.1,726000
756,Лада Ларгус,2019,бензин,1.6,106.0,механика,передний,коричневый,136648.0,левый,8.3,1050000
757,Volvo XC60,2018,бензин,2.0,249.0,автомат,4WD,серебристый,60000.0,левый,8.602,3440000
758,Nissan X-Trail,2013,бензин,2.0,141.0,вариатор,4WD,синий,117461.0,левый,8.5,1290000
759,Jeep Wrangler,2020,бензин,2.0,272.0,автомат,4WD,красный,36869.0,левый,8.7,5495000
760,Mazda Mazda3,2012,бензин,1.6,105.0,автомат,передний,черный,145456.0,левый,8.8,890000
761,Infiniti QX80,2017,бензин,5.6,405.0,автомат,4WD,синий,138149.0,левый,8.602,3969700
762,Skoda Octavia,2017,бензин,1.8,180.0,робот,передний,белый,134500.0,левый,8.8,1648000
763,Volkswagen Polo,2017,бензин,1.6,110.0,автомат,передний,коричневый,108000.0,левый,8.6,938000
764,Mazda CX-5,2023,бензин,2.5,196.0,автомат,передний,белый,0.0,левый,8.602,4590000
765,Volkswagen Tiguan,2018,бензин,2.0,180.0,робот,4WD,белый,89600.0,левый,8.602,2470000
766,Renault Duster,2013,бензин,1.6,102.0,механика,4WD,белый,172600.0,левый,8.3,698000
767,Opel Zafira,2012,бензин,1.8,140.0,робот,передний,серебристый,94464.0,левый,8.5,794000
768,Hyundai Solaris,2015,бензин,1.6,123.0,механика,передний,белый,257158.0,левый,8.8,551000
769,Mazda CX-9,2020,бензин,2.5,231.0,автомат,4WD,белый,79585.0,левый,8.602,3710000
770,Kia Sportage,2018,бензин,2.0,150.0,автомат,4WD,коричневый,25392.0,левый,8.7,2130000
771,Volkswagen Passat,2011,бензин,1.4,160.0,механика,передний,серый,240000.0,левый,8.6,840000
772,Nissan Cefiro,1998,бензин,2.0,160.0,автомат,передний,серый,275000.0,правый,8.3,169000
773,Honda Stepwgn,2015,бензин,1.5,150.0,вариатор,передний,белый,92000.0,правый,8.8,1889000
774,Volvo V90,2019,дизель,2.0,190.0,автомат,передний,голубой,122000.0,левый,8.7,2890000
775,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,0.0,левый,8.1,816900
776,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,786900
777,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,846900
778,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,0.0,левый,8.1,786900
779,Ford Focus,2010,дизель,1.6,109.0,механика,передний,белый,168000.0,левый,8.5,555000
780,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,0.0,левый,8.1,866900
781,Лада 2114 Самара,2010,бензин,1.6,81.0,механика,передний,зеленый,175485.0,левый,7.9,185000
782,Hyundai Getz,2008,бензин,1.6,106.0,автомат,передний,черный,164800.0,левый,8.3,399000
783,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,838900
784,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,816900
785,Лада Ларгус,2023,бензин,1.6,90.0,механика,передний,белый,0.0,левый,8.3,1100900
786,Volkswagen Golf,2011,бензин,1.6,122.0,автомат,передний,серый,124021.0,левый,8.7,779000
787,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,0.0,левый,8.1,868900
788,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,белый,0.0,левый,8.1,885900
789,Skoda Octavia,2011,бензин,1.4,152.0,механика,передний,серый,238627.0,левый,8.8,649000
790,Audi A3,2000,бензин,1.8,125.0,механика,передний,серебристый,293000.0,левый,8.602,169000
791,Daewoo Nubira,1998,бензин,2.0,133.0,автомат,передний,красный,148000.0,левый,7.9,139000
792,Land Rover Discovery,2019,дизель,3.0,249.0,автомат,4WD,черный,111000.0,левый,8.9,4500000
793,BMW 8-Series,2022,дизель,3.0,320.0,автомат,4WD,черный,6800.0,левый,8.5,14600000
794,Toyota Sienna,2016,бензин,3.5,266.0,автомат,передний,серый,87000.0,левый,8.602,2150000
795,Toyota Land Cruiser Prado,2015,дизель,2.8,177.0,автомат,4WD,белый,85000.0,левый,8.602,3700000
796,Nissan X-Trail,2022,бензин,2.5,171.0,вариатор,4WD,черный,1.0,левый,8.5,3300000
797,Skoda Rapid,2015,бензин,1.6,110.0,автомат,передний,коричневый,204710.0,левый,8.602,600000
798,Nissan Sentra,2014,бензин,1.6,117.0,вариатор,передний,коричневый,72000.0,левый,8.8,950000
799,Audi A3,2010,бензин,1.6,102.0,робот,передний,белый,76700.0,левый,8.602,665000
800,Daewoo Matiz,2010,бензин,1.0,63.0,механика,передний,черный,123000.0,левый,7.6,225000
801,Toyota Land Cruiser Prado,2019,бензин,2.7,163.0,автомат,4WD,белый,30000.0,правый,8.602,3950000
802,Kia Carnival,2021,дизель,2.2,199.0,автомат,передний,черный,20500.0,левый,8.6,4190000
803,Land Rover Range Rover Sport,2019,дизель,3.0,249.0,автомат,4WD,белый,65000.0,левый,8.602,6350000
804,Лада Нива Легенд,2023,бензин,1.7,83.0,механика,4WD,зеленый,0.0,левый,8.602,821900
805,Лада Гранта,2023,бензин,1.6,90.0,механика,передний,черный,0.0,левый,8.1,866900
